Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id
ACADEMY (001304),2262-314 W 111TH STCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289307
ACME LOFTS (002500),2201-2211 WEST WABANSIACHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,05/04/2016,05/06/2016,560091
ADAMS PLACE TOWNHOMES (000125),CHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,02/08/2012,Unavailable,478206
AHERLOW CONDOMINIUM (IL1199),CHICAGO IL 60638 COOK ,Accepted Without Conditions,Unavailable,09/13/2010,Unavailable,456184
AINSLIE PARK (000433),840-46 W AINSLIECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288478
AINSLIE UPTOWN (000161),1020 W AINSLIECHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288219
AINSLIE/KENNETH (002131),CHICAGO IL 60630 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,189165
ALEXANDER DUPLEX (IL0539),CONDOMINIUMSCHICAGO IL 60653 COOK ,HUD Accepted,Unavailable,04/15/2008,04/21/2008,393163
ALTGELD WEST (000979),CHICAGO IL 60647 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289004
ANDERSON VILLAS (000819),1646-50 WEST EDGEWATERCHICAGO IL 60660 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288852
ANDERSONVILLE CONDOMINIUM (IL0602),ASSOCIATIONCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/18/2008,07/21/2008,400243
APPLEVILLE (001605),501 W 24TH PLCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289585
ARCHER (000987),CHICAGO IL 60638 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289012
ARCHER BUILDING (000991),CHICAGO IL 60616 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289016
ARCHER BUILDING LOFTS (IL1045),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,12/30/2009,02/01/2010,446123
ARCHER HEIGHTS (010010),CONDOMINIUMS IICHICAGO IL 60632 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290143
ARCHER HEIGHTS (010009),CONDOMINIUMS ICHICAGO IL 60632 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290142
ARCHER HEIGHTS III (010015),CHICAGO IL 60632 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290148
ARGYLE ESTATES (002471),913-935 W ARGLE STCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,03/01/2006,03/29/2016,555052
AROUND THE SQUARE CONDOMINIUMS (000082),IVCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,12/12/2011,Unavailable,475523
ART HOUSE (000963),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288989
ARTESIAN CONDOMINIUM ASSOCIATI (001167),CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,08/01/2012,08/02/2012,485544
ARTESIAN COURT TOWNHOMES (001971),CHICAGO IL 60612 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289944
ARTIST VILLAGE LOFTS (IL0865),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,06/05/2009,06/08/2009,425883
AVENUE EAST CONDOMINIUM (IL0853),CHICAGO IL 60611 COOK ,Accepted Without Conditions,Unavailable,05/26/2009,05/27/2009,424764
AVERS-AINSLIE (IL0085),CHICAGO IL 60625 COOK ,Accepted With Conditions,Unavailable,10/29/2003,11/19/2003,339219
AXIS-LINCOLN PARK CONDO ASSOC (002518),1600 N HALSTED STCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,07/07/2016,07/08/2016,563871
BALMORAL-KENMORE (000452),5350-56 N KENMORECHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288496
BARRY CONDOMINIUM (000389),3100 N SHERIDANCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288434
BEL-HARBOUR CONDOMINIUM (002324),CONDOCHICAGO IL 00000 COOK ,Accepted With Conditions,Unavailable,08/07/2014,09/24/2014,521686
BELLE PLAINE COMMONS (IL0920),CONDOMINIUM ASSOCIATIONCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,07/27/2009,07/31/2009,431883
BELLE PLAINE GARDEN CONDIMINIU (002185),3549 & 3551 W BELLE PLAINE AVECHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,12/11/2012,12/27/2012,492524
BELLE PLAINE TERRACE (000223),823 W BELLE PLAINECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288277
BELLE PLAINE VIEW (IL0780),CONDOMINIUMCHICAGO IL 60613 COOK ,HUD Accepted,Unavailable,02/25/2009,02/26/2009,416724
